Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
01/23/2021,0.291666667,01/27/2021,0.572916667,126,+6,Georgia: Laurens County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Cyber Event,Human Attack,29,Unknown,,
01/23/2021,0.322916667,01/23/2021,0.333333333,1,3,"California: Placer County, Nevada County;",WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,45,0,,
01/26/2021,0.867361111,01/28/2021,0.884722222,73,+6,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,841,255715,,
01/27/2021,0.520833333,01/27/2021,0.679166667,4,6,New Hampshire: Hillsborough County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
01/28/2021,0.427083333,01/28/2021,0.698611111,6,6,New Hampshire: Hillsborough County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/01/2021,0.975694444,02/02/2021,0.05,26,+6,Texas: Kleberg County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,13,6102,,
02/02/2021,0.523611111,02/02/2021,0.654861111,3,3,South Dakota: Hughes County;,MRO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather/Transmission Interruption,Natural Disaster,5,4,,
02/02/2021,0.392361111,02/03/2021,0.484722222,50,+6,South Dakota: Hughes County;,MRO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather/Transmission Interruption,Natural Disaster,5,3,,
02/03/2021,0.598611111,02/04/2021,0.938888889,56,+6,"North Dakota: Logan County, Emmons County, McIntosh County;",MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,7,1400,,
02/05/2021,0.404861111,02/05/2021,0.471527778,2,3,Arkansas: Arkansas County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/06/2021,0.284722222,02/06/2021,0.613194444,8,+6,Ohio: Kentucky:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
02/07/2021,0.289583333,02/07/2021,0.315277778,1,3,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
02/08/2021,0.294444444,02/08/2021,0.590277778,7,+6,Minnesota: St. Louis County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
02/08/2021,0.763194444,02/08/2021,0.770138889,0,3,New Hampshire: Hillsborough County;,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/09/2021,0.541666667,02/10/2021,0.597916667,49,+6,Oregon: Tillamook County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/09/2021,0.452083333,Unknown,Unknown,#VALUE!,#VALUE!,North Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
02/10/2021,0.625,02/23/2021,0.625,336,+6,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,2000000,,
02/11/2021,0.354166667,02/22/2021,0.375,289,+6,Illinois: Scott County;,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Fuel Deficiency,Unknown,Unknown,,
02/11/2021,0.80625,02/11/2021,0.888888889,2,3,Colorado: Morgan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
02/11/2021,0.541666667,Unknown,Unknown,#VALUE!,#VALUE!,Kansas:,MRO,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Fuel Deficiency,0,0,,
02/12/2021,0.875,02/20/2021,0.71875,212,+6,"Oregon: Clackamas County, Marion County, Polk County, Multnomah County, Washington County, Yamhill County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,300187,,
02/12/2021,0.645833333,02/22/2021,0.3125,256,+6,Texas:,TRE,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Fuel Deficiency,Unknown,Unknown,,
02/13/2021,0.413888889,02/13/2021,0.459027778,2,3,Washington: Lewis County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,164,37583,,
02/13/2021,0.5625,02/20/2021,0.333333333,187,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/13/2021,0.5625,02/19/2021,0.875,176,+6,West Virginia: Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,55097,,
02/13/2021,0.355555556,02/14/2021,0.625,55,+6,South Carolina: North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,129000,,
02/14/2021,0.354166667,02/19/2021,0.75,154,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,7214,Unknown,,
02/14/2021,0.354166667,02/19/2021,0.75,154,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/14/2021,0.229166667,02/18/2021,0.416666667,125,+6,Oklahoma:,MRO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/14/2021,0.847916667,02/18/2021,0.395833333,109,+6,Arkansas: Louisiana: Texas: Oklahoma:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,461,125484,,
02/14/2021,0.833333333,02/18/2021,0.394444444,109,+6,North Dakota: South Dakota: Nebraska: Kansas: Oklahoma: Texas:,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,3000,Unknown,,
02/14/2021,0.795138889,Unknown,Unknown,#VALUE!,#VALUE!,Missouri: Kansas:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/14/2021,0.855555556,Unknown,Unknown,#VALUE!,#VALUE!,Nebraska: Lancaster County;,MRO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,0,0,,
02/14/2021,0.75,02/16/2021,0.916666667,76,+6,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,0,0,,
02/15/2021,0.055555556,02/18/2021,0.029166667,95,+6,"Texas: Hidalgo County, Cameron County;",TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/15/2021,0.055555556,02/18/2021,0.001388889,95,+6,Texas: Harris County;,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,4966,1390000,,
02/15/2021,0.666666667,02/15/2021,0.773611111,2,3,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/15/2021,0,Unknown,Unknown,#VALUE!,#VALUE!,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,500,Unknown,,
02/15/2021,0.233333333,Unknown,Unknown,#VALUE!,#VALUE!,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,300,Unknown,,
02/15/2021,0.541666667,02/20/2021,0.416666667,141,+6,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,Unknown,175000,,
02/15/2021,0.079166667,02/17/2021,0.997222222,94,+6,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,524,Unknown,,
02/15/2021,0.055555556,02/19/2021,0.375,128,+6,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,7214,Unknown,,
02/15/2021,0.625,02/19/2021,0.416666667,115,+6,Louisiana:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Natural Disaster,Unknown,Unknown,,
02/15/2021,0.11875,02/19/2021,0.375,127,+6,Texas: Travis County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,219306,,
02/15/2021,0.079166667,02/19/2021,0.375,128,+6,Texas: Travis County;,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,724,Unknown,,
02/15/2021,0.129166667,Unknown,Unknown,#VALUE!,#VALUE!,Texas: Bexar County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,154000,,
02/15/2021,0.227083333,02/18/2021,0.345833333,99,+6,Texas:,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Severe Weather,Natural Disaster,Unknown,Unknown,,
02/15/2021,0.057638889,02/19/2021,0.229166667,124,+6,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Natural Disaster,Unknown,Unknown,,
